1000	9.40148115158081	11.469806432723999	3.115933895111084
2000	0.03469085693359375	0.06197071075439453	0.03171682357788086
3000	0.0005135536193847656	0.17919921875	0.00250244140625
4000	1.246262550354004	0.22050213813781738	0.0032885074615478516
5000	0.0004162788391113281	0.6768712997436523	0.013013362884521484
6000	0.0001239776611328125	0.6083478927612305	0.13074755668640137
7000	0.5737049579620361	1.109562873840332	0.05634760856628418
8000	0.00015687942504882812	1.204920768737793	0.08991861343383789
9000	9.441375732421875e-05	1.9019734859466553	0.12812328338623047
10000	0.00011181831359863281	2.4713337421417236	0.1744699478149414
11000	0.0009024143218994141	2.867401599884033	0.2028672695159912
12000	0.0011420249938964844	3.6060867309570312	0.27265238761901855
13000	0.00012040138244628906	4.406419038772583	0.33290553092956543
14000	0.02209615707397461	5.455544471740723	0.407304048538208
15000	0.00012922286987304688	6.861208915710449	0.4594738483428955
16000	0.0010089874267578125	8.139453649520874	0.5056521892547607
17000	3.2071197032928467	8.36177921295166	2.8609185218811035
18000	0.02202296257019043	11.340446949005127	0.6801426410675049
19000	0.0019164085388183594	13.201569080352783	0.8293101787567139
20000	0.005989551544189453	16.64220404624939	0.8920977115631104
