1000	0.039752960205078125	0.6205902099609375	0.21642708778381348
2000	0.08762240409851074	1.5140736103057861	1.0905301570892334
3000	0.20554256439208984	4.30610203742981	3.2300381660461426
4000	0.5267932415008545	10.372598886489868	4.986799955368042
5000	0.5367214679718018	19.358975887298584	7.407652378082275
6000	0.761380672454834	28.14076566696167	13.89486837387085
7000	1.069512128829956	39.199753761291504	14.6958487033844
8000	1.4080545902252197	55.54475784301758	18.689000606536865
9000	1.7593188285827637	76.66022539138794	22.744818687438965
10000	2.2071139812469482	104.41302156448364	28.555808305740356
11000	2.7750701904296875	149.81291270256042	32.97220063209534
12000	3.2228846549987793	188.86030411720276	39.08522081375122
13000	3.7513670921325684	225.9407262802124	43.91205334663391
14000	4.523404836654663	277.5745599269867	50.799660444259644
15000	5.031595706939697	312.05761337280273	59.36510157585144
